customer_id,Recency,Frequency,Monetary,Cluster
50376,1,6,35.06,Loyal Customers
50377,102,27,40.15,Loyal Customers
50379,0,5,11.52,Loyal Customers
50386,0,9,32.58,Loyal Customers
50390,179,12,42.59,Loyal Customers
50391,126,7,32.84,Casual Customers
50394,22,176,43.07,Loyal Customers
50395,270,6,52.88,Lost Customers
50396,419,3,39.75,Casual Customers
50397,1657,1,40.75,Casual Customers
50398,235,13,34.25,Casual Customers
50402,79,38,36.48,Loyal Customers
50409,7,89,41.96,Loyal Customers
50413,33,43,41.8,Loyal Customers
50418,1910,4,36.38,Casual Customers
50420,168,5,28.46,Casual Customers
50423,812,1,19.0,Casual Customers
50426,588,4,49.68,Lost Customers
50427,1833,1,15.07,Casual Customers
50429,39,116,44.31,Loyal Customers
50442,471,4,57.77,Lost Customers
50444,442,2,59.66,Lost Customers
50445,2001,1,64.27,Lost Customers
50446,2072,2,42.2,Casual Customers
50452,259,2,44.65,Lost Customers
50455,522,2,26.26,Casual Customers
50457,163,15,49.12,Loyal Customers
50460,48,4,33.46,Casual Customers
50461,1896,1,26.09,Casual Customers
50462,106,27,48.94,Loyal Customers
50463,56,8,51.67,Loyal Customers
50464,34,21,41.93,Loyal Customers
50466,1685,1,15.41,Casual Customers
50469,348,1,76.54,Lost Customers
50470,121,20,38.95,Loyal Customers
50471,50,34,39.38,Loyal Customers
50474,148,7,41.29,Loyal Customers
50475,32,93,44.29,Loyal Customers
50477,210,5,50.28,Lost Customers
50480,4,18,44.34,Loyal Customers
50482,1062,2,24.21,Casual Customers
50483,84,3,28.69,Casual Customers
50486,41,55,40.32,Loyal Customers
50488,38,6,54.58,Loyal Customers
50489,26,36,43.66,Loyal Customers
50491,19,35,34.87,Loyal Customers
50495,366,12,52.9,Lost Customers
50496,529,15,36.71,Casual Customers
50499,435,1,25.84,Casual Customers
50501,13,16,33.31,Loyal Customers
50502,876,1,20.28,Casual Customers
50503,271,3,33.48,Casual Customers
50508,1848,1,7.99,Casual Customers
50509,40,27,47.53,Loyal Customers
50511,190,7,44.21,Loyal Customers
50514,23,55,35.33,Loyal Customers
50515,109,10,46.04,Loyal Customers
50518,341,4,44.42,Lost Customers
50519,57,20,40.56,Loyal Customers
50527,120,9,45.35,Loyal Customers
50528,82,14,43.23,Loyal Customers
50529,156,15,36.44,Loyal Customers
50530,220,7,26.82,Casual Customers
50531,170,8,35.01,Casual Customers
50535,262,10,40.26,Loyal Customers
50537,613,5,41.24,Casual Customers
50538,126,4,46.28,Lost Customers
50540,64,20,39.72,Loyal Customers
50541,8,25,42.1,Loyal Customers
50544,26,6,46.98,Loyal Customers
50546,111,7,42.6,Loyal Customers
50547,376,3,66.56,Lost Customers
50550,1643,4,30.39,Casual Customers
50555,63,13,45.88,Loyal Customers
50557,124,12,40.39,Loyal Customers
50558,336,4,31.44,Casual Customers
50559,290,20,56.02,Lost Customers
50560,32,114,44.43,Loyal Customers
50564,0,5,46.25,Loyal Customers
50565,32,7,43.28,Loyal Customers
50566,45,68,38.32,Loyal Customers
50568,31,74,40.1,Loyal Customers
50570,17,99,42.63,Loyal Customers
50572,41,18,40.58,Loyal Customers
50574,67,33,42.44,Loyal Customers
50575,67,14,42.04,Loyal Customers
50577,41,13,40.91,Loyal Customers
50581,191,12,41.16,Loyal Customers
50585,226,3,33.65,Casual Customers
50586,709,1,55.4,Lost Customers
50587,312,4,40.16,Casual Customers
50588,409,2,43.82,Lost Customers
50590,55,30,38.13,Loyal Customers
50591,2,13,42.05,Loyal Customers
50592,2052,1,33.93,Casual Customers
50593,127,27,42.57,Loyal Customers
50594,51,13,45.84,Loyal Customers
50597,64,41,45.16,Loyal Customers
50598,48,30,34.77,Loyal Customers
50601,216,9,38.16,Casual Customers
50602,20,46,45.9,Loyal Customers
50605,27,23,39.44,Loyal Customers
50608,60,42,42.55,Loyal Customers
50611,38,73,43.24,Loyal Customers
50613,179,2,42.66,Lost Customers
50616,59,23,43.66,Loyal Customers
50617,398,4,48.66,Lost Customers
50622,1883,1,37.9,Casual Customers
50626,12,131,43.85,Loyal Customers
50627,168,2,27.52,Casual Customers
50628,247,2,37.98,Casual Customers
50630,88,3,19.9,Casual Customers
50636,6,99,40.94,Loyal Customers
50637,53,7,37.22,Loyal Customers
50641,1199,1,20.35,Casual Customers
50644,68,1,28.33,Casual Customers
50646,334,4,46.52,Lost Customers
50647,201,11,37.0,Loyal Customers
50648,121,10,36.85,Loyal Customers
50650,834,2,45.58,Lost Customers
50654,425,3,51.1,Lost Customers
50656,856,2,12.52,Casual Customers
50657,62,29,38.47,Loyal Customers
50660,71,13,45.15,Loyal Customers
50661,40,118,41.8,Loyal Customers
50665,335,1,36.61,Casual Customers
50666,181,1,52.67,Lost Customers
50668,175,14,43.25,Loyal Customers
50669,33,125,39.8,Loyal Customers
50673,42,20,46.85,Loyal Customers
50675,156,17,35.48,Loyal Customers
50677,183,4,36.65,Casual Customers
50681,69,12,61.45,Lost Customers
50682,126,14,38.74,Loyal Customers
50685,166,9,45.91,Loyal Customers
50690,61,14,43.54,Loyal Customers
50691,69,32,37.52,Loyal Customers
50692,97,3,56.56,Lost Customers
50694,355,1,53.62,Lost Customers
50699,121,12,61.84,Lost Customers
50700,76,24,40.04,Loyal Customers
50702,48,29,39.69,Loyal Customers
50703,840,2,37.36,Casual Customers
50704,40,9,36.66,Loyal Customers
50707,82,18,47.28,Loyal Customers
50708,74,7,28.76,Casual Customers
50709,309,1,72.97,Lost Customers
50712,1183,1,11.45,Casual Customers
50713,60,13,46.8,Loyal Customers
50714,316,2,38.94,Casual Customers
50715,185,7,45.02,Lost Customers
50720,31,4,28.4,Casual Customers
50721,915,2,20.8,Casual Customers
50722,26,10,44.22,Loyal Customers
50723,83,17,40.89,Loyal Customers
50724,58,2,17.18,Casual Customers
50725,96,19,50.31,Loyal Customers
50728,8,34,34.05,Loyal Customers
50730,314,5,41.32,Casual Customers
50731,222,3,41.41,Casual Customers
50738,107,3,31.92,Casual Customers
50740,59,32,45.73,Loyal Customers
50742,190,9,42.74,Loyal Customers
50743,62,20,35.76,Loyal Customers
50744,301,1,17.58,Casual Customers
50745,57,1,66.9,Lost Customers
50749,1456,1,57.42,Lost Customers
50751,74,9,42.19,Loyal Customers
50752,22,66,42.12,Loyal Customers
50753,636,12,48.07,Lost Customers
50761,81,8,41.25,Loyal Customers
50762,67,23,45.57,Loyal Customers
50763,530,3,63.72,Lost Customers
50769,140,13,47.59,Loyal Customers
50770,159,11,43.18,Loyal Customers
50775,0,7,38.44,Loyal Customers
50777,234,4,25.46,Casual Customers
50778,61,53,42.6,Loyal Customers
50782,1513,1,52.16,Lost Customers
50783,17,56,47.11,Loyal Customers
50786,575,1,8.74,Casual Customers
50787,34,10,37.71,Loyal Customers
50788,62,262,42.26,Loyal Customers
50791,17,7,49.52,Loyal Customers
50793,38,22,35.84,Loyal Customers
50794,38,13,49.27,Loyal Customers
50798,44,53,42.12,Loyal Customers
50799,640,2,38.9,Casual Customers
50800,374,4,47.11,Lost Customers
50802,554,2,21.9,Casual Customers
50803,570,4,21.9,Casual Customers
50806,524,2,48.99,Lost Customers
50813,36,31,44.0,Loyal Customers
50814,51,61,44.34,Loyal Customers
50816,30,110,43.6,Loyal Customers
50817,1273,1,64.09,Lost Customers
50820,21,32,45.83,Loyal Customers
50824,51,7,38.04,Loyal Customers
50825,284,3,33.89,Casual Customers
50826,354,3,49.98,Lost Customers
50828,39,40,45.39,Loyal Customers
50829,72,10,58.74,Lost Customers
50830,18,98,43.75,Loyal Customers
50831,2199,1,58.42,Lost Customers
50834,60,28,43.81,Loyal Customers
50835,1114,1,59.7,Lost Customers
50837,997,3,34.37,Casual Customers
50842,657,2,35.86,Casual Customers
50845,57,81,45.28,Loyal Customers
50846,18,18,32.9,Loyal Customers
50847,98,12,48.04,Loyal Customers
50850,378,2,44.26,Lost Customers
50852,50,145,41.36,Loyal Customers
50853,1,60,42.63,Loyal Customers
50855,36,47,42.08,Loyal Customers
50856,61,20,39.04,Loyal Customers
50858,240,4,25.98,Casual Customers
50859,187,14,40.89,Loyal Customers
50860,1130,1,35.36,Casual Customers
50861,756,2,37.2,Casual Customers
50862,101,10,48.2,Loyal Customers
50867,50,58,43.57,Loyal Customers
50868,449,3,43.92,Lost Customers
50870,104,7,36.9,Loyal Customers
50873,17,24,40.56,Loyal Customers
50875,4,43,39.19,Loyal Customers
50876,321,2,50.94,Lost Customers
50877,305,4,29.01,Casual Customers
50880,36,2,68.76,Lost Customers
50881,23,9,22.95,Loyal Customers
50882,161,3,55.12,Lost Customers
50885,49,8,34.89,Loyal Customers
50891,1064,4,45.86,Lost Customers
50892,22,58,41.61,Loyal Customers
50895,27,52,43.32,Loyal Customers
50896,219,18,43.39,Loyal Customers
50897,24,46,46.7,Loyal Customers
50899,89,15,55.98,Loyal Customers
50901,420,2,36.49,Casual Customers
50902,225,2,43.24,Lost Customers
50904,324,6,36.3,Casual Customers
50906,10,28,38.51,Loyal Customers
50908,36,11,52.97,Loyal Customers
50911,35,1,59.05,Lost Customers
50913,1846,1,18.54,Casual Customers
50914,57,45,42.73,Loyal Customers
50915,491,3,31.84,Casual Customers
50918,1883,1,31.7,Casual Customers
50919,118,8,34.96,Loyal Customers
50920,2071,1,60.5,Lost Customers
50921,26,172,42.61,Loyal Customers
50922,178,6,52.64,Lost Customers
50927,230,12,40.64,Loyal Customers
50928,113,1,55.6,Lost Customers
50932,217,1,25.44,Casual Customers
50935,91,12,59.32,Lost Customers
50936,491,11,46.56,Lost Customers
50937,483,2,31.2,Casual Customers
50938,129,3,37.66,Casual Customers
50939,20,17,51.26,Loyal Customers
50941,98,2,23.58,Casual Customers
50942,118,6,24.95,Casual Customers
50943,322,8,44.5,Lost Customers
50944,265,3,54.4,Lost Customers
50945,581,3,30.18,Casual Customers
50947,37,35,48.7,Loyal Customers
50949,1106,8,54.29,Lost Customers
50952,1738,1,49.18,Lost Customers
50955,559,1,14.25,Casual Customers
50957,104,25,38.32,Loyal Customers
50958,25,74,40.12,Loyal Customers
50959,91,40,39.43,Loyal Customers
50962,20,57,44.67,Loyal Customers
50964,239,1,60.2,Lost Customers
50966,218,5,56.86,Lost Customers
50967,130,1,6.34,Casual Customers
50968,340,3,41.63,Casual Customers
50969,9,36,46.99,Loyal Customers
50970,167,7,47.5,Lost Customers
50971,35,30,44.61,Loyal Customers
50976,557,1,15.68,Casual Customers
50977,840,2,58.52,Lost Customers
50978,180,15,42.72,Loyal Customers
50979,79,9,31.6,Loyal Customers
50981,26,84,45.83,Loyal Customers
50982,1050,1,10.15,Casual Customers
50983,63,8,46.69,Loyal Customers
50986,532,4,40.23,Casual Customers
50989,57,21,43.2,Loyal Customers
50990,253,4,44.59,Lost Customers
50992,515,4,36.18,Casual Customers
50993,49,6,40.82,Loyal Customers
50995,2115,1,75.3,Lost Customers
50996,366,3,29.32,Casual Customers
50997,1678,1,9.6,Casual Customers
50999,1679,1,75.95,Lost Customers
51002,50,30,40.74,Loyal Customers
51003,52,72,40.36,Loyal Customers
51005,114,28,44.23,Loyal Customers
51007,61,6,52.29,Loyal Customers
51008,9,42,42.19,Loyal Customers
51009,73,32,40.77,Loyal Customers
51010,195,12,34.15,Casual Customers
51016,89,26,36.46,Loyal Customers
51017,90,16,47.33,Loyal Customers
51019,360,2,14.96,Casual Customers
51020,120,1,15.81,Casual Customers
51021,128,20,44.25,Loyal Customers
51023,296,2,25.94,Casual Customers
51025,19,18,42.38,Loyal Customers
51026,453,5,28.45,Casual Customers
51027,1789,1,31.52,Casual Customers
51029,72,34,43.32,Loyal Customers
51032,34,3,22.08,Casual Customers
51033,2,5,34.88,Loyal Customers
51035,99,1,66.83,Lost Customers
51036,14,11,37.19,Loyal Customers
51038,47,10,35.0,Loyal Customers
51041,474,2,52.79,Lost Customers
51042,497,3,33.87,Casual Customers
51045,70,1,25.56,Casual Customers
51046,316,1,58.72,Lost Customers
51052,1078,1,24.91,Casual Customers
51056,1405,1,45.7,Lost Customers
51057,84,22,43.05,Loyal Customers
51058,272,9,52.53,Lost Customers
51059,509,1,31.59,Casual Customers
51064,68,33,34.54,Loyal Customers
51065,2,141,40.61,Loyal Customers
51066,427,3,61.49,Lost Customers
51067,1073,3,32.98,Casual Customers
51068,20,105,46.87,Loyal Customers
51073,238,7,34.33,Casual Customers
51074,852,2,31.6,Casual Customers
51077,22,9,46.36,Loyal Customers
51079,1979,1,35.42,Casual Customers
51081,5,101,39.49,Loyal Customers
51082,44,14,41.0,Loyal Customers
51084,71,6,51.98,Loyal Customers
51085,13,51,41.46,Loyal Customers
51089,41,51,45.27,Loyal Customers
51091,1,4,53.15,Loyal Customers
51093,155,9,46.16,Loyal Customers
51094,328,1,12.49,Casual Customers
51095,202,3,36.87,Casual Customers
51097,63,22,45.26,Loyal Customers
51098,9,79,43.19,Loyal Customers
51099,34,100,43.46,Loyal Customers
51100,1,226,42.7,Loyal Customers
51101,54,11,49.36,Loyal Customers
51108,111,16,45.04,Loyal Customers
51109,9,22,46.68,Loyal Customers
51110,266,6,61.02,Lost Customers
51111,7,41,39.87,Loyal Customers
51112,495,1,77.15,Lost Customers
51114,141,2,33.67,Casual Customers
51115,7,369,43.07,Loyal Customers
51117,51,19,36.11,Loyal Customers
51118,28,48,39.14,Loyal Customers
51120,115,16,43.32,Loyal Customers
51122,175,1,71.77,Lost Customers
51124,361,6,55.88,Lost Customers
51127,456,4,19.95,Casual Customers
51134,120,10,49.85,Loyal Customers
51135,84,6,48.24,Loyal Customers
51136,637,2,59.09,Lost Customers
51139,67,6,62.35,Lost Customers
51141,1471,6,57.88,Lost Customers
51142,8,103,43.45,Loyal Customers
51148,45,135,41.65,Loyal Customers
51150,290,3,39.95,Casual Customers
51152,63,12,40.9,Loyal Customers
51154,78,27,39.19,Loyal Customers
51155,489,3,17.57,Casual Customers
51157,23,29,40.25,Loyal Customers
51161,70,33,44.31,Loyal Customers
51162,382,2,44.78,Lost Customers
51163,1470,1,7.32,Casual Customers
51165,43,1,63.96,Lost Customers
51166,747,10,45.53,Lost Customers
51175,3,106,44.24,Loyal Customers
51176,1629,1,39.27,Casual Customers
51178,33,44,44.18,Loyal Customers
51183,57,18,49.18,Loyal Customers
51184,45,41,41.0,Loyal Customers
51185,143,1,15.36,Casual Customers
51186,2093,1,58.59,Lost Customers
51189,321,4,53.24,Lost Customers
51191,1449,1,68.65,Lost Customers
51192,195,8,32.51,Casual Customers
51193,350,7,33.13,Casual Customers
51195,14,48,44.49,Loyal Customers
51198,126,38,36.41,Loyal Customers
51200,350,1,14.56,Casual Customers
51209,27,9,37.8,Loyal Customers
51211,67,20,40.89,Loyal Customers
51216,486,7,41.9,Casual Customers
51224,108,6,40.86,Loyal Customers
51227,56,11,36.78,Loyal Customers
51228,69,22,41.6,Loyal Customers
51231,288,1,45.7,Lost Customers
51232,48,11,55.09,Loyal Customers
51234,342,7,38.93,Casual Customers
51235,96,12,50.95,Loyal Customers
51236,60,33,44.54,Loyal Customers
51238,186,2,41.88,Casual Customers
51239,264,12,36.06,Casual Customers
51240,12,17,50.24,Loyal Customers
51241,278,7,40.4,Casual Customers
51244,8,153,42.32,Loyal Customers
51248,41,38,44.14,Loyal Customers
51249,378,13,44.65,Loyal Customers
51251,153,13,38.75,Loyal Customers
51253,1559,1,58.95,Lost Customers
51254,550,2,24.36,Casual Customers
51256,865,1,22.49,Casual Customers
51258,2200,1,62.55,Lost Customers
51259,132,4,42.94,Lost Customers
51261,343,2,19.94,Casual Customers
51264,450,2,46.4,Lost Customers
51267,107,28,44.52,Loyal Customers
51269,12,8,41.3,Loyal Customers
51270,25,35,40.02,Loyal Customers
51272,147,10,46.6,Loyal Customers
51273,4,47,38.27,Loyal Customers
51274,48,31,42.47,Loyal Customers
51281,30,51,46.78,Loyal Customers
51283,184,10,43.01,Loyal Customers
51284,1194,1,70.18,Lost Customers
51285,163,13,32.41,Loyal Customers
51288,14,21,42.54,Loyal Customers
51290,1072,7,34.89,Casual Customers
51291,895,2,65.07,Lost Customers
51292,255,29,38.78,Loyal Customers
51297,588,5,34.32,Casual Customers
51298,16,36,43.94,Loyal Customers
51301,17,40,45.68,Loyal Customers
51303,196,1,69.04,Lost Customers
51304,364,1,79.7,Lost Customers
51310,35,1,69.05,Lost Customers
51313,12,1,28.95,Casual Customers
51314,58,8,34.95,Loyal Customers
51317,515,4,41.8,Casual Customers
51318,496,4,56.35,Lost Customers
51320,220,9,42.94,Loyal Customers
51323,38,103,41.8,Loyal Customers
51324,75,10,55.03,Loyal Customers
51325,8,1,62.04,Lost Customers
51329,258,2,34.95,Casual Customers
51330,1848,4,38.21,Casual Customers
51331,53,17,40.65,Loyal Customers
51332,207,4,41.2,Casual Customers
51334,572,3,24.67,Casual Customers
51337,1545,1,58.2,Lost Customers
51339,43,51,42.72,Loyal Customers
51342,490,3,48.12,Lost Customers
51345,129,3,61.7,Lost Customers
51346,358,2,65.58,Lost Customers
51351,924,2,63.36,Lost Customers
51352,461,6,45.39,Lost Customers
51354,64,22,40.12,Loyal Customers
51356,110,2,31.74,Casual Customers
51358,1247,1,25.52,Casual Customers
51359,1735,1,7.53,Casual Customers
51361,48,68,43.17,Loyal Customers
51362,136,9,42.82,Loyal Customers
51365,64,16,46.44,Loyal Customers
51366,756,2,41.34,Casual Customers
51367,236,8,37.84,Casual Customers
51369,1169,1,45.39,Lost Customers
51370,71,5,62.22,Lost Customers
51371,37,83,44.99,Loyal Customers
51376,32,15,43.24,Loyal Customers
51377,1344,1,68.03,Lost Customers
51378,17,35,40.27,Loyal Customers
51379,2136,1,67.33,Lost Customers
51380,1456,1,56.46,Lost Customers
51381,13,13,46.14,Loyal Customers
51383,254,10,41.58,Loyal Customers
51384,428,1,12.6,Casual Customers
51385,699,1,23.58,Casual Customers
51388,23,121,46.25,Loyal Customers
51389,360,2,51.78,Lost Customers
51391,111,7,50.05,Lost Customers
51392,71,31,42.35,Loyal Customers
51393,34,3,68.2,Lost Customers
51396,40,6,15.3,Casual Customers
51397,62,5,40.06,Loyal Customers
51400,37,8,46.24,Loyal Customers
51406,87,7,36.43,Loyal Customers
51408,24,32,41.85,Loyal Customers
51409,325,4,24.58,Casual Customers
51410,12,12,46.03,Loyal Customers
51414,264,8,33.26,Casual Customers
51415,309,4,62.49,Lost Customers
51416,1484,1,77.35,Lost Customers
51418,546,2,38.06,Casual Customers
51419,1347,1,54.1,Lost Customers
51422,1036,3,49.5,Lost Customers
51423,49,38,51.94,Loyal Customers
51427,9,90,45.92,Loyal Customers
51429,882,2,44.31,Lost Customers
51430,244,5,37.79,Casual Customers
51431,133,4,34.7,Casual Customers
51434,175,7,55.77,Lost Customers
51439,513,2,44.68,Lost Customers
51440,2,37,47.16,Loyal Customers
51444,1638,2,61.06,Lost Customers
51448,544,7,52.12,Lost Customers
51449,14,73,43.67,Loyal Customers
51452,2,46,39.51,Loyal Customers
51453,44,47,43.06,Loyal Customers
51455,728,1,28.62,Casual Customers
51458,32,93,39.7,Loyal Customers
51461,42,15,38.28,Loyal Customers
51462,701,1,35.21,Casual Customers
51464,700,2,42.46,Casual Customers
51467,160,9,37.05,Loyal Customers
51469,42,108,41.76,Loyal Customers
51470,1115,1,47.77,Lost Customers
51471,24,38,39.93,Loyal Customers
51474,13,71,42.93,Loyal Customers
51475,80,2,31.06,Casual Customers
51476,165,10,50.57,Lost Customers
51477,2,124,42.36,Loyal Customers
51479,303,2,41.62,Casual Customers
51480,7,14,46.33,Loyal Customers
51481,48,58,46.47,Loyal Customers
51483,799,1,72.59,Lost Customers
51484,994,19,42.01,Casual Customers
51485,210,7,31.59,Casual Customers
51486,13,79,41.05,Loyal Customers
51487,5,189,44.4,Loyal Customers
51489,34,28,46.87,Loyal Customers
51491,23,36,48.41,Loyal Customers
51493,369,6,38.73,Casual Customers
51494,7,71,41.33,Loyal Customers
51495,288,2,53.59,Lost Customers
51497,482,7,45.14,Lost Customers
51498,27,8,50.44,Loyal Customers
51499,34,65,43.67,Loyal Customers
51500,674,1,11.19,Casual Customers
51504,564,3,63.96,Lost Customers
51505,1164,5,53.27,Lost Customers
51506,1629,1,25.63,Casual Customers
51511,596,2,51.98,Lost Customers
51512,245,13,53.8,Lost Customers
51517,105,30,47.9,Loyal Customers
51519,1489,1,27.84,Casual Customers
51523,458,2,42.67,Lost Customers
51524,435,2,11.33,Casual Customers
51525,466,5,25.39,Casual Customers
51527,566,1,71.81,Lost Customers
51528,78,13,44.18,Loyal Customers
51531,2,53,46.23,Loyal Customers
51532,673,4,47.24,Lost Customers
51539,1903,2,57.66,Lost Customers
51540,20,13,30.51,Loyal Customers
51543,285,10,27.2,Casual Customers
51544,155,12,37.72,Loyal Customers
51545,250,6,40.72,Casual Customers
51546,2107,1,45.93,Lost Customers
51547,33,27,43.38,Loyal Customers
51551,237,9,42.11,Loyal Customers
51553,98,17,31.45,Loyal Customers
51554,43,97,44.5,Loyal Customers
51555,754,4,30.9,Casual Customers
51556,16,41,44.09,Loyal Customers
51558,727,1,44.97,Lost Customers
51559,748,2,57.11,Lost Customers
51560,933,1,59.01,Lost Customers
51561,1747,1,63.0,Lost Customers
51563,5,43,46.17,Loyal Customers
51564,211,23,39.57,Loyal Customers
51566,75,4,59.66,Lost Customers
51567,263,1,45.63,Lost Customers
51568,29,2,59.68,Lost Customers
51570,97,13,46.81,Loyal Customers
51571,246,3,41.3,Casual Customers
51572,142,19,47.09,Loyal Customers
51573,196,2,47.8,Lost Customers
51574,157,12,38.0,Loyal Customers
51579,34,19,39.2,Loyal Customers
51580,7,10,41.21,Loyal Customers
51581,693,1,7.91,Casual Customers
51584,227,3,12.49,Casual Customers
51586,30,87,40.68,Loyal Customers
51588,14,192,41.38,Loyal Customers
51589,199,6,22.55,Casual Customers
51590,85,8,51.21,Loyal Customers
51594,998,3,32.31,Casual Customers
51595,154,12,46.93,Loyal Customers
51597,28,1,50.39,Lost Customers
51600,62,9,47.77,Loyal Customers
51601,293,1,19.51,Casual Customers
51602,1,40,44.68,Loyal Customers
51605,60,22,46.8,Loyal Customers
51606,106,1,78.23,Lost Customers
51611,155,6,39.07,Casual Customers
51616,71,20,48.77,Loyal Customers
51617,49,2,44.41,Lost Customers
51618,342,2,41.42,Casual Customers
51621,31,18,44.62,Loyal Customers
51622,414,13,47.82,Lost Customers
51624,53,13,32.08,Loyal Customers
51625,18,103,44.72,Loyal Customers
51626,41,19,49.34,Loyal Customers
51629,28,43,40.02,Loyal Customers
51630,979,1,55.64,Lost Customers
51631,172,3,52.76,Lost Customers
51636,10,49,42.87,Loyal Customers
51638,0,86,41.84,Loyal Customers
51640,545,1,49.12,Lost Customers
51643,92,20,39.14,Loyal Customers
51644,189,4,26.3,Casual Customers
51645,1780,1,21.04,Casual Customers
51646,54,4,61.68,Lost Customers
51647,1263,1,10.39,Casual Customers
51648,169,4,33.47,Casual Customers
51651,2,31,45.13,Loyal Customers
51652,1001,2,38.06,Casual Customers
51653,65,8,51.49,Loyal Customers
51654,151,3,23.99,Casual Customers
51656,30,26,44.39,Loyal Customers
51657,104,3,40.93,Casual Customers
51658,145,9,45.01,Loyal Customers
51659,429,2,57.56,Lost Customers
51662,48,53,40.34,Loyal Customers
51663,693,4,56.88,Lost Customers
51664,123,1,45.04,Lost Customers
51665,48,25,44.08,Loyal Customers
51674,1434,1,26.97,Casual Customers
51675,67,3,20.23,Casual Customers
51676,412,6,47.5,Lost Customers
51678,30,12,40.31,Loyal Customers
51679,1669,1,8.41,Casual Customers
51681,94,2,49.07,Lost Customers
51683,1176,1,45.11,Lost Customers
51684,77,28,43.37,Loyal Customers
51689,122,3,31.13,Casual Customers
51691,517,4,50.58,Lost Customers
51694,1918,1,13.87,Casual Customers
51697,63,24,48.51,Loyal Customers
51698,6,11,37.2,Loyal Customers
51700,0,24,42.93,Loyal Customers
51702,226,6,64.56,Lost Customers
51703,24,44,41.78,Loyal Customers
51705,883,1,21.95,Casual Customers
51708,137,15,43.19,Loyal Customers
51709,983,2,53.88,Lost Customers
51710,56,19,40.99,Loyal Customers
51714,966,1,63.86,Lost Customers
51716,377,1,45.96,Lost Customers
51717,165,4,38.64,Casual Customers
51718,40,22,46.97,Loyal Customers
51719,596,1,26.21,Casual Customers
51720,649,3,39.7,Casual Customers
51721,149,12,33.72,Loyal Customers
51722,448,5,37.1,Casual Customers
51725,75,51,41.47,Loyal Customers
51726,136,7,44.95,Loyal Customers
51727,12,41,38.07,Loyal Customers
51730,28,26,45.84,Loyal Customers
51734,364,5,50.47,Lost Customers
51737,861,1,66.26,Lost Customers
51738,64,53,45.5,Loyal Customers
51739,25,48,45.81,Loyal Customers
51741,687,1,46.79,Lost Customers
51742,334,1,74.67,Lost Customers
51743,540,1,55.69,Lost Customers
51746,197,1,40.52,Casual Customers
51748,187,5,37.65,Casual Customers
51749,237,4,43.6,Lost Customers
51751,1015,1,22.46,Casual Customers
51752,9,59,39.35,Loyal Customers
51761,88,3,54.83,Lost Customers
51763,133,8,45.13,Loyal Customers
51764,1,39,44.62,Loyal Customers
51766,910,1,15.84,Casual Customers
51767,121,20,42.34,Loyal Customers
51771,1230,2,73.65,Lost Customers
51772,2199,1,6.89,Casual Customers
51776,385,2,56.13,Lost Customers
51777,41,28,44.0,Loyal Customers
51778,65,48,44.19,Loyal Customers
51781,959,1,77.31,Lost Customers
51782,40,58,39.85,Loyal Customers
51783,91,2,61.47,Lost Customers
51785,14,91,43.63,Loyal Customers
51786,101,5,43.72,Loyal Customers
51787,18,23,41.57,Loyal Customers
51791,40,25,49.81,Loyal Customers
51792,968,1,52.3,Lost Customers
51793,20,8,38.47,Loyal Customers
51794,73,37,42.27,Loyal Customers
51795,92,2,22.2,Casual Customers
51798,10,25,40.38,Loyal Customers
51799,15,109,43.38,Loyal Customers
51801,54,27,45.03,Loyal Customers
51803,18,23,44.42,Loyal Customers
51804,108,8,41.45,Loyal Customers
51807,47,24,43.85,Loyal Customers
51809,44,68,40.42,Loyal Customers
51810,36,7,33.23,Loyal Customers
51811,98,22,49.34,Loyal Customers
51812,60,256,41.72,Loyal Customers
51813,305,15,39.34,Loyal Customers
51814,38,141,45.55,Loyal Customers
51815,84,14,43.06,Loyal Customers
51817,190,10,44.6,Loyal Customers
51819,7,132,43.78,Loyal Customers
51823,14,15,37.47,Loyal Customers
51825,14,40,44.67,Loyal Customers
51826,18,84,42.34,Loyal Customers
51827,6,6,45.66,Loyal Customers
51829,36,10,43.64,Loyal Customers
51831,217,5,27.66,Casual Customers
51833,267,1,45.71,Lost Customers
51835,371,1,71.28,Lost Customers
51842,277,2,32.71,Casual Customers
51843,182,1,56.75,Lost Customers
51844,279,7,36.43,Casual Customers
51846,406,5,42.38,Casual Customers
51848,71,16,49.92,Loyal Customers
51849,252,2,59.4,Lost Customers
51853,112,22,36.99,Loyal Customers
51854,244,4,42.86,Lost Customers
51855,29,8,61.1,Loyal Customers
51856,384,1,61.17,Lost Customers
51858,113,1,51.61,Lost Customers
51859,337,3,29.21,Casual Customers
51860,61,4,40.2,Loyal Customers
51863,66,20,47.73,Loyal Customers
51865,112,10,39.16,Loyal Customers
51866,396,2,35.74,Casual Customers
51867,37,38,40.36,Loyal Customers
51868,3,32,36.57,Loyal Customers
51869,31,113,43.25,Loyal Customers
51872,409,1,54.54,Lost Customers
51873,241,2,10.7,Casual Customers
51876,15,109,42.61,Loyal Customers
51882,839,1,29.12,Casual Customers
51883,117,1,46.68,Lost Customers
51886,200,6,40.15,Casual Customers
51887,181,7,49.53,Lost Customers
51892,319,2,23.34,Casual Customers
51894,50,46,44.31,Loyal Customers
51895,322,2,22.82,Casual Customers
51897,1645,1,34.93,Casual Customers
51898,108,6,42.02,Loyal Customers
51903,277,5,37.51,Casual Customers
